Domain,Type,TLD Manager,RDAP URLs
.swatch,generic,The Swatch Group Ltd,https://rdap.nominet.uk/swatch/
.swiftcover,generic,Not assigned,
.swiss,generic,Swiss Confederation,https://rdap.nic.swiss/
.sx,country-code,SX Registry SA B.V.,
.sy,country-code,National Agency for Network Services (NANS),
.sydney,generic,"State of New South Wales, Department of Premier and Cabinet",https://rdap.nic.sydney/
.symantec,generic,Not assigned,
.systems,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.sz,country-code,"University of Swaziland
Department of Computer Science",
.tab,generic,Tabcorp Holdings Limited,https://rdap.nic.tab/
.taipei,generic,Taipei City Government,https://rdap.nic.taipei/
.talk,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/talk/
.taobao,generic,Alibaba Group Holding Limited,https://rdap.identitydigital.services/rdap/
.target,generic,"Target Domain Holdings, LLC",https://rdap.nic.target/
.tatamotors,generic,Tata Motors Ltd,https://rdap.identitydigital.services/rdap/
.tatar,generic,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""",https://whois.nic.tatar/rdap/
.tattoo,generic,"Registry Services, LLC",https://rdap.nic.tattoo/
.tax,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.taxi,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.tc,country-code,Melrex TC,
.tci,generic,Emergency Back-End Registry Operator Program - ICANN,https://rdap.nominet.uk/tci/
.td,country-code,l'Agence de Développement des Technologies de l'Information et de la Communication (ADETIC),
.tdk,generic,TDK Corporation,https://rdap.nic.tdk/
.team,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.tech,generic,Radix Technologies Inc.,https://rdap.centralnic.com/tech/
.technology,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.tel,sponsored,Telnames Ltd.,https://rdap.nic.tel/
.telecity,generic,Not assigned,
.telefonica,generic,Not assigned,
.temasek,generic,Temasek Holdings (Private) Limited,https://rdap.identitydigital.services/rdap/
.tennis,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.teva,generic,Teva Pharmaceutical Industries Limited,https://rdap.nic.teva/
.tf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://rdap.nic.tf/
.tg,country-code,Autorité de Régulation des Communications Electroniques et des Postes (ARCEP),
.th,country-code,Thai Network Information Center Foundation,https://rdap.thains.co.th/
.thd,generic,"Home Depot Product Authority, LLC",https://rdap.identitydigital.services/rdap/
.theater,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.theatre,generic,XYZ.COM LLC,https://rdap.centralnic.com/theatre/
.tiaa,generic,Teachers Insurance and Annuity Association of America,https://rdap.identitydigital.services/rdap/
.tickets,generic,XYZ.COM LLC,https://rdap.centralnic.com/tickets/
.tienda,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.tiffany,generic,Not assigned,
.tips,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.tires,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.tirol,generic,punkt Tirol GmbH,https://rdap.ryce-rsp.com/rdap/
.tj,country-code,Information Technology Center,
.tjmaxx,generic,"The TJX Companies, Inc.",https://rdap.nic.tjmaxx/
.tjx,generic,"The TJX Companies, Inc.",https://rdap.nic.tjx/
.tk,country-code,Telecommunication Tokelau Corporation (Teletok),
.tkmaxx,generic,"The TJX Companies, Inc.",https://rdap.nic.tkmaxx/
.tl,country-code,Autoridade Nacional de Comunicações,
.tm,country-code,TM Domain Registry Ltd,
.tmall,generic,Alibaba Group Holding Limited,https://rdap.identitydigital.services/rdap/
.tn,country-code,Agence Tunisienne d'Internet,
.to,country-code,"Government of the Kingdom of Tonga, H.R.H. Crown Prince Tupouto'a, c/o Consulate of Tonga",https://rdap.tonicregistry.to/rdap/
.today,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.tokyo,generic,"GMO Registry, Inc.",https://rdap.gmoregistry.net/rdap/
.tools,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.top,generic,.TOP Registry,https://rdap.zdnsgtld.com/top/
.toray,generic,"Toray Industries, Inc.",https://rdap.gmoregistry.net/rdap/
.toshiba,generic,TOSHIBA Corporation,https://rdap.gmoregistry.net/rdap/
.total,generic,TotalEnergies SE,https://rdap.nic.total/
.tours,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.town,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.toyota,generic,TOYOTA MOTOR CORPORATION,https://rdap.gmoregistry.net/rdap/
.toys,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.tp,country-code,Not assigned,
.tr,country-code,Bilgi Teknolojileri ve İletişim Kurumu (BTK),
.trade,generic,Elite Registry Limited,https://rdap.nic.trade/
.trading,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/
.training,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.travel,sponsored,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/
.travelchannel,generic,Not assigned,
.travelers,generic,"Travelers TLD, LLC",https://rdap.identitydigital.services/rdap/
.travelersinsurance,generic,"Travelers TLD, LLC",https://rdap.identitydigital.services/rdap/
.trust,generic,Internet Naming Co.,https://whois.uniregistry.net/rdap/
.trv,generic,"Travelers TLD, LLC",https://rdap.identitydigital.services/rdap/
.tt,country-code,"University of the West Indies, Faculty of Engineering",
.tube,generic,Latin American Telecom LLC,https://rdap.nic.tube/
.tui,generic,TUI AG,https://rdap.centralnic.com/tui/
.tunes,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/tunes/
.tushu,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/tushu/
.tv,country-code,"Ministry of Justice, Communications and Foreign Affairs",https://rdap.nic.tv/
.tvs,generic,T V SUNDRAM IYENGAR  & SONS PRIVATE LIMITED,https://rdap.identitydigital.services/rdap/
.tw,country-code,Taiwan Network Information Center (TWNIC),https://ccrdap.twnic.tw/tw/
.tz,country-code,Tanzania Communications Regulatory Authority,https://whois.tznic.or.tz/rdap/
.ua,country-code,Hostmaster Ltd.,https://rdap.hostmaster.ua/
.ubank,generic,National Australia Bank Limited,https://rdap.identitydigital.services/rdap/
.ubs,generic,UBS AG,https://rdap.identitydigital.services/rdap/
.uconnect,generic,Not assigned,
.ug,country-code,Uganda Online Ltd.,
.uk,country-code,Nominet UK,https://rdap.nominet.uk/uk/
.um,country-code,Not assigned,
.unicom,generic,China United Network Communications Corporation Limited,https://rdap.zdnsgtld.com/unicom/
.university,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.uno,generic,Radix Technologies Inc.,https://rdap.centralnic.com/uno/
.uol,generic,UBN INTERNET LTDA.,https://rdap.gtlds.nic.br/
.ups,generic,"UPS Market Driver, Inc.",https://rdap.identitydigital.services/rdap/
.us,country-code,"Registry Services, LLC",
.uy,country-code,SeCIU - Universidad de la Republica,
.uz,country-code,Single Integrator for Creation and Support of State Information Systems UZINFOCOM,https://rdap.cctld.uz/
.va,country-code,Holy See - Vatican City State,
.vacations,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.vana,generic,D3 Registry LLC,https://rdap.nic.vana/rdap/
.vanguard,generic,"The Vanguard Group, Inc.",https://rdap.identitydigital.services/rdap/
.vc,country-code,"Ministry of Telecommunications, Science, Technology and Industry",
.ve,country-code,Comisión Nacional de Telecomunicaciones (CONATEL),
.vegas,generic,"Dot Vegas, Inc.",https://rdap.identitydigital.services/rdap/
.ventures,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.verisign,generic,"VeriSign, Inc.",https://tld-rdap.verisign.com/verisign/v1/
.versicherung,generic,tldbox GmbH,https://rdap.nic.versicherung/v1/
.vet,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/
.vg,country-code,Telecommunications Regulatory Commission of the Virgin Islands,https://rdap.centralnic.com/vg/
.vi,country-code,"Virgin Islands Public Telecommunications System, Inc.",https://rdap.nic.vi/
.viajes,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.video,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/
.vig,generic,VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe,https://rdap.identitydigital.services/rdap/
.viking,generic,Viking River Cruises (Bermuda) Ltd.,https://rdap.identitydigital.services/rdap/
.villas,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.vin,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.vip,generic,"Registry Services, LLC",https://rdap.nic.vip/
.virgin,generic,Virgin Enterprises Limited,https://rdap.nominet.uk/virgin/
.visa,generic,Visa Worldwide Pte. Limited,https://rdap.identitydigital.services/rdap/
.vision,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.vista,generic,Not assigned,
.vistaprint,generic,Not assigned,
.viva,generic,Saudi Telecom Company,https://rdap.centralnic.com/viva/
.vivo,generic,Telefonica Brasil S.A.,https://rdap.nic.vivo/
.vlaanderen,generic,DNS.be vzw,https://rdap.nic.vlaanderen/
.vn,country-code,Viet Nam Internet Network Information Center (VNNIC),
.vodka,generic,"Registry Services, LLC",https://rdap.nic.vodka/
.volkswagen,generic,Not assigned,
.volvo,generic,Volvo Holding Sverige Aktiebolag,https://rdap.identitydigital.services/rdap/
.vote,generic,Monolith Registry LLC,https://rdap.identitydigital.services/rdap/
.voting,generic,Valuetainment Corp.,https://rdap.nic.voting/
.voto,generic,Monolith Registry LLC,https://rdap.identitydigital.services/rdap/
.voyage,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.vu,country-code,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR),
.vuelos,generic,Not assigned,
.wales,generic,Nominet UK,https://rdap.nominet.uk/wales/
.walmart,generic,"Wal-Mart Stores, Inc.",https://rdap.nic.walmart/
.walter,generic,Sandvik AB,https://rdap.nic.walter/
.wang,generic,Zodiac Wang Limited,https://rdap.zdnsgtld.com/wang/
.wanggou,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/wanggou/
.warman,generic,Not assigned,
.watch,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.watches,generic,Identity Digital Limited,https://rdap.identitydigital.services/rdap/
.weather,generic,International Business Machines Corporation,https://rdap.nic.weather/
.weatherchannel,generic,International Business Machines Corporation,https://rdap.nic.weatherchannel/
.webcam,generic,dot Webcam Limited,https://rdap.nic.webcam/
.weber,generic,Saint-Gobain Weber SA,https://rdap.identitydigital.services/rdap/
.website,generic,Radix Technologies Inc.,https://rdap.centralnic.com/website/
.wed,generic,Emergency Back-End Registry Operator Program - ICANN,https://rdap.nominet.uk/wed/
.wedding,generic,"Registry Services, LLC",https://rdap.nic.wedding/
.weibo,generic,Sina Corporation,https://rdap.identitydigital.services/rdap/
.weir,generic,Weir Group IP Limited,https://rdap.identitydigital.services/rdap/
.wf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://rdap.nic.wf/
.whoswho,generic,Who's Who Registry,https://rdap.nic.whoswho/
.wien,generic,punkt.wien GmbH,https://rdap.ryce-rsp.com/rdap/
.wiki,generic,"Registry Services, LLC",https://rdap.nic.wiki/
.williamhill,generic,William Hill Organization Limited,https://rdap.nic.williamhill/
.win,generic,First Registry Limited,https://rdap.nic.win/
.windows,generic,Microsoft Corporation,https://rdap.nominet.uk/windows/
.wine,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.winners,generic,"The TJX Companies, Inc.",https://rdap.nic.winners/
.wme,generic,"William Morris Endeavor Entertainment, LLC",https://rdap.centralnic.com/wme/
.wolterskluwer,generic,Wolters Kluwer N.V.,https://rdap.identitydigital.services/rdap/
.woodside,generic,Woodside Petroleum Limited,https://rdap.nic.woodside/
.work,generic,"Registry Services, LLC",https://rdap.nic.work/
.works,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.world,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.wow,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/wow/
.ws,country-code,Government of Samoa Ministry of Foreign Affairs & Trade,
.wtc,generic,"World Trade Centers Association, Inc.",https://rdap.nic.wtc/
.wtf,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.xbox,generic,Microsoft Corporation,https://rdap.nominet.uk/xbox/
.xerox,generic,Xerox DNHC LLC,https://rdap.nic.xerox/
.xfinity,generic,Not assigned,
.xihuan,generic,QIHOO 360 TECHNOLOGY CO. LTD.,https://rdap.teleinfo.cn/
.xin,generic,Elegant Leader Limited,https://rdap.identitydigital.services/rdap/
.测试,test,Not assigned,
.कॉम,generic,VeriSign Sarl,
.परीक्षा,test,Not assigned,
.セール,generic,"Amazon Registry Services, Inc.",
.佛山,generic,"Guangzhou YU Wei Information Technology Co., Ltd.",
.ಭಾರತ,country-code,National Internet eXchange of India,
.慈善,generic,Excellent First Limited,
.集团,generic,Eagle Horizon Limited,
.在线,generic,Beijing Tld Registry Technology Limited,
.한국,country-code,KISA (Korea Internet & Security Agency),
.ଭାରତ,country-code,National Internet eXchange of India,
.大众汽车,generic,Not assigned,
.点看,generic,VeriSign Sarl,
.คอม,generic,VeriSign Sarl,
.ভাৰত,country-code,National Internet eXchange of India,
.ভারত,country-code,National Internet Exchange of India,
.八卦,generic,Zodiac Gemini Ltd,
‏.ישראל‎,country-code,The Israel Internet Association (RA),
‏.موقع‎,generic,Helium TLDs Ltd,
.বাংলা,country-code,Posts and Telecommunications Division,
.公益,generic,China Organizational Name Administration Center,
.公司,generic,China Internet Network Information Center (CNNIC),
.香格里拉,generic,Shangri-La International Hotel Management Limited,
.网站,generic,Global Website TLD Asia Limited,
.移动,generic,Identity Digital Limited,
.我爱你,generic,Tycoon Treasure Limited,
.москва,generic,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),
.испытание,test,Not assigned,
.қаз,country-code,Association of IT Companies of Kazakhstan,
.католик,generic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),
.онлайн,generic,CORE Association,
.сайт,generic,CORE Association,
.联通,generic,China United Network Communications Corporation Limited,
.срб,country-code,Serbian National Internet Domain Registry (RNIDS),
.бг,country-code,Imena.BG AD,
.бел,country-code,Belarusian Cloud Technologies LLC,
‏.קום‎,generic,VeriSign Sarl,
.时尚,generic,RISE VICTORY LIMITED,
.微博,generic,Sina Corporation,
.테스트,test,Not assigned,
.淡马锡,generic,Temasek Holdings (Private) Limited,
.ファッション,generic,"Amazon Registry Services, Inc.",
.орг,generic,Public Interest Registry,
.नेट,generic,VeriSign Sarl,
.ストア,generic,"Amazon Registry Services, Inc.",
.アマゾン,generic,"Amazon Registry Services, Inc.",
.삼성,generic,"SAMSUNG SDS CO., LTD",
.சிங்கப்பூர்,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd,
.商标,generic,Internet DotTrademark Organisation Limited,
.商店,generic,"Binky Moon, LLC",
.商城,generic,Zodiac Aquarius Limited,
.дети,generic,The Foundation for Network Initiatives “The Smart Internet”,
.мкд,country-code,Macedonian Academic Research Network Skopje,
‏.טעסט‎,test,Not assigned,
.ею,country-code,EURid vzw,
.ポイント,generic,"Amazon Registry Services, Inc.",
.新闻,generic,"Guangzhou YU Wei Information and Technology Co.,Ltd",
.工行,generic,Not assigned,
.家電,generic,"Amazon Registry Services, Inc.",
‏.كوم‎,generic,VeriSign Sarl,
.中文网,generic,TLD REGISTRY LIMITED,
.中信,generic,CITIC Group Corporation,
.中国,country-code,China Internet Network Information Center (CNNIC),
.中國,country-code,China Internet Network Information Center (CNNIC),
.娱乐,generic,"Binky Moon, LLC",
.谷歌,generic,Charleston Road Registry Inc.,
.భారత్,country-code,National Internet Exchange of India,
.ලංකා,country-code,LK Domain Registry,
.電訊盈科,generic,PCCW Enterprises Limited,
.购物,generic,"Nawang Heli(Xiamen) Network Service Co., LTD.",
.測試,test,Not assigned,
.クラウド,generic,"Amazon Registry Services, Inc.",
.ભારત,country-code,National Internet Exchange of India,
.通販,generic,"Amazon Registry Services, Inc.",
.भारतम्,country-code,National Internet eXchange of India,
.भारत,country-code,National Internet Exchange of India,
.भारोत,country-code,National Internet eXchange of India,
‏.آزمایشی‎,test,Not assigned,
.பரிட்சை,test,Not assigned,
.网店,generic,Zodiac Taurus Ltd.,
.संगठन,generic,Public Interest Registry,
.餐厅,generic,Internet DotTrademark Organisation Limited,
.网络,generic,China Internet Network Information Center (CNNIC),
.ком,generic,VeriSign Sarl,
.укр,country-code,"Ukrainian Network Information Centre (UANIC), Inc.",
.香港,country-code,Hong Kong Internet Registration Corporation Ltd.,
.亚马逊,generic,"Amazon Registry Services, Inc.",
.诺基亚,generic,Not assigned,
.食品,generic,"Amazon Registry Services, Inc.",
.δοκιμή,test,Not assigned,
.飞利浦,generic,Koninklijke Philips N.V.,
‏.إختبار‎,test,Not assigned,
.台湾,country-code,Taiwan Network Information Center (TWNIC),
.台灣,country-code,Taiwan Network Information Center (TWNIC),
.手表,generic,Not assigned,
.手机,generic,"Beijing RITT-Net Technology Development Co., Ltd",
.мон,country-code,"Datacom Co.,Ltd",
‏.الجزائر‎,country-code,CERIST,
‏.عمان‎,country-code,Telecommunications Regulatory Authority (TRA),
‏.ارامكو‎,generic,Aramco Services Company,
‏.ایران‎,country-code,Institute for Research in Fundamental Sciences (IPM),
‏.العليان‎,generic,Competrol (Luxembourg) Sarl,
‏.اتصالات‎,generic,Not assigned,
‏.امارات‎,country-code,Telecommunications and Digital Government Regulatory Authority (TDRA),
‏.بازار‎,generic,CORE Association,
‏.موريتانيا‎,country-code,Université de Nouakchott Al Aasriya,
‏.پاکستان‎,country-code,National Telecommunication Corporation,
‏.الاردن‎,country-code,Ministry of Digital Economy and Entrepreneurship (MoDEE),
‏.موبايلي‎,generic,Not assigned,
‏.بارت‎,country-code,National Internet eXchange of India,
‏.بھارت‎,country-code,National Internet Exchange of India,
‏.المغرب‎,country-code,Agence Nationale de Réglementation des Télécommunications (ANRT),
‏.ابوظبي‎,generic,Abu Dhabi Systems and Information Centre,
‏.البحرين‎,country-code,Telecommunications Regulatory Authority (TRA),
‏.السعودية‎,country-code,"Communications, Space and Technology Commission",
‏.ڀارت‎,country-code,National Internet eXchange of India,
‏.كاثوليك‎,generic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),
‏.سودان‎,country-code,Sudan Internet Society,
‏.همراه‎,generic,Emergency Back-End Registry Operator Program - ICANN,
‏.عراق‎,country-code,Communications and Media Commission (CMC),
‏.مليسيا‎,country-code,MYNIC Berhad,
.澳門,country-code,Macao Post and Telecommunications Bureau (CTT),
.닷컴,generic,VeriSign Sarl,
.政府,generic,"Net-Chinese Co., Ltd.",
‏.شبكة‎,generic,International Domain Registry Pty. Ltd.,
‏.بيتك‎,generic,Kuwait Finance House,
‏.عرب‎,generic,League of Arab States,
.გე,country-code,Information Technologies Development Center (ITDC),
.机构,generic,Public Interest Registry,
.组织机构,generic,Public Interest Registry,
.健康,generic,Stable Tone Limited,
.ไทย,country-code,Thai Network Information Center Foundation,
‏.سورية‎,country-code,National Agency for Network Services (NANS),
.招聘,generic,Jiang Yu Liang Cai Technology Company Limited,
.рус,generic,Rusnames Limited,
.рф,country-code,Coordination Center for TLD RU,
.珠宝,generic,Not assigned,
‏.تونس‎,country-code,Agence Tunisienne d'Internet,
.大拿,generic,VeriSign Sarl,
.ລາວ,country-code,"Lao National Internet Center (LANIC), Ministry of Technology and Communications",
.みんな,generic,Charleston Road Registry Inc.,
.グーグル,generic,Charleston Road Registry Inc.,
.ευ,country-code,EURid vzw,
.ελ,country-code,ICS-FORTH GR,
.世界,generic,Stable Tone Limited,
.書籍,generic,"Amazon Registry Services, Inc.",
.ഭാരതം,country-code,National Internet eXchange of India,
.ਭਾਰਤ,country-code,National Internet Exchange of India,
.网址,generic,"KNET Co., Ltd",
.닷넷,generic,VeriSign Sarl,
.コム,generic,VeriSign Sarl,
.天主教,generic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),
.游戏,generic,"Binky Moon, LLC",
.vermögensberater,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,
.vermögensberatung,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,
.企业,generic,"Binky Moon, LLC",
.信息,generic,"Beijing Tele-info Technology Co., Ltd.",
.嘉里大酒店,generic,Kerry Trading Co. Limited,
.嘉里,generic,Kerry Trading Co. Limited,
‏.مصر‎,country-code,National Telecommunication Regulatory Authority - NTRA,
‏.قطر‎,country-code,Communications Regulatory Authority,
.广东,generic,"Guangzhou YU Wei Information Technology Co., Ltd.",
.இலங்கை,country-code,LK Domain Registry,
.இந்தியா,country-code,National Internet Exchange of India,
.հայ,country-code,"""Internet Society"" Non-governmental Organization",
.新加坡,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd,
‏.فلسطين‎,country-code,Ministry of Telecom & Information Technology (MTIT),
.テスト,test,Not assigned,
.政务,generic,China Organizational Name Administration Center,
.xperia,generic,Not assigned,
.xxx,sponsored,ICM Registry LLC,https://rdap.nic.xxx/
.xyz,generic,XYZ.COM LLC,https://rdap.centralnic.com/xyz/
.yachts,generic,XYZ.COM LLC,https://rdap.centralnic.com/yachts/
.yahoo,generic,Yahoo Inc.,https://rdap.identitydigital.services/rdap/
.yamaxun,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/yamaxun/
.yandex,generic,YANDEX LLC,https://rdap.nic.yandex/rdap/
.ye,country-code,TeleYemen,https://rdap.y.net.ye/
.yodobashi,generic,"YODOBASHI CAMERA CO.,LTD.",https://rdap.gmoregistry.net/rdap/
.yoga,generic,"Registry Services, LLC",https://rdap.nic.yoga/
.yokohama,generic,"GMO Registry, Inc.",https://rdap.gmoregistry.net/rdap/
.you,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/you/
.youtube,generic,Charleston Road Registry Inc.,https://pubapi.registry.google/rdap/
.yt,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://rdap.nic.yt/
.yun,generic,QIHOO 360 TECHNOLOGY CO. LTD.,https://rdap.teleinfo.cn/
.za,country-code,ZA Domain Name Authority,
.zappos,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/zappos/
.zara,generic,"Industria de Diseño Textil, S.A. (INDITEX, S.A.)",https://rdap.identitydigital.services/rdap/
.zero,generic,"Amazon Registry Services, Inc.",https://rdap.identitydigital.services/rdap/
.zip,generic,Charleston Road Registry Inc.,https://pubapi.registry.google/rdap/
.zippo,generic,Not assigned,
.zm,country-code,Zambia Information and Communications Technology Authority (ZICTA),https://rdap.nic.zm/
.zone,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/
.zuerich,generic,Kanton Zürich (Canton of Zurich),https://rdap.centralnic.com/zuerich/
.zw,country-code,Postal and Telecommunications Regulatory Authority of Zimbabwe (POTRAZ),
